id,status,source_domain,sentence,prelabel_rule_v4,prelabel_sonnet46,unaligned,comment,human_spans
1957-s0000,todo,阿里云公开数据集,"['岗位职责：', '1、负责公司运维项目的系统升级、扩容需求与资源落实,配合开发需求,测试、调整运维平台', '2、网络以及服务器的网络设置、维护和优化、网络的安全监控、系统性能管理和优化。","系统升级/S | 扩容需/S | 开发需求,测试/S | 网络设置/S | 维护和/S | 安全监控/S | 系统性/S",系统升级/S | 扩容/S | 测试/S | 调整/S | 网络设置/S | 维护/S | 优化/S | 安全监控/S | 系统性能管理/S,,"补全半词,拆分所有并列技能,删除开发需求",
1957-s0001,todo,阿里云公开数据集,"\xa0', '任职资格：', '\xa01、精通Linux/Unix等操作系统', '2、熟悉zabbix、nagios等常用监控系统，熟悉ELK等日志系统；",等操作系统'/K | nagios等常用监控/S,Linux/S | Unix/S | zabbix/S | nagios/S | ELK/S,,"操作系统和工具归S,补全半词并拆分",
1957-s0003,todo,阿里云公开数据集,"', '4、能够熟练排查运维过程中出现的服务故障、系统故障、网络故障；",排查运/S | 系统故障/K | 网络故/K,排查/S,,补全半词；服务故障、系统故障、网络故障是工作对象不是能力要求,
1957-s0004,todo,阿里云公开数据集,"', '5、熟练掌握nginx/tomcat/MySQL/php等常见应用软件的部署、管理和维护以及相关知识.', '6、3年以上工作经验', '7、掌握docker常用操作，对docker的网络、存储、安全有深入的理解；",php等常见/S | 部署/S | 管理和维护/S | 相关知识./K | docker常用操作/S | 网络/K | 存储/K | 安全/K,nginx/S | tomcat/S | MySQL/S | php/S | 部署/S | 管理/S | 维护/S | docker/S,,删除年限；拆分并列工具；删除半词和泛指,
1957-s0005,todo,阿里云公开数据集,"熟悉kubernetes平台，并有部署、维护和\xa0\xa0 调优经验者优先', '8、对网络安全的基本防护措施和相关技术有一定了解者优先\xa0 \xa0 \xa0 \xa0']",kubernetes平台/S | 部署/S | 维护和\xa0/S | 调优经验/S | 网络安全的基本防/K | 技术有/K,kubernetes/S | 部署/S | 维护/S | 调优/S | 网络安全/K,,补全半词；删除泛指；拆分技能,
1958-s0000,todo,阿里云公开数据集,['1、大专学历，计算机专业，1年以上生产型企业ERP推动或互联网运维工作，程式开发经验。,计算机专业/K | ERP推动或互联网运/S | 程式开发经验/S,大专/K | 计算机专业/K | ERP/S | 互联网运维/S | 程式开发/S,,补全学历；补全半词；拆分并列,
1959-s0000,todo,阿里云公开数据集,['1.\xa0负责根据公司智慧水务平台需求，设计、协助开发平台功能模块的工作并撰写相关技术文档；,智慧水务平台需求/K | 设计/S | 开发平/S | 撰写相关/S | 技术文档/K,智慧水务/K | 设计/S | 开发/S | 撰写/S | 技术文档/K,,补全半词；拆分技能,
1959-s0005,todo,阿里云公开数据集,"', '6.\xa0参与装备自动化改造方案的评审和验收工作；",装备自动化改造方/K,自动化/K,,装备改造方案是工作对象；只保留领域知识,
1959-s0008,todo,阿里云公开数据集,"', '2.\xa0五年以上同行业同岗位工作经验，具有智慧城市、智慧水务项目实施经验者优先考虑；",智慧城市/K | 智慧水/K,智慧城市/K | 智慧水务/K,,删除年限；补全半词,
1959-s0009,todo,阿里云公开数据集,"', '3.\xa0熟悉流域治理运营管理过程，熟悉智慧水务功能模块，熟悉相关测试工具和方法；",流域治理运营管理/K | 智慧水务功能模块/K | 相关测试工具和方/K,流域治理/K | 运营管理/K | 智慧水务/K | 测试工具/S,测试方法,补全半词；拆分领域知识与技能,
1960-s0000,todo,阿里云公开数据集,"['岗位职责：', '1、协助负责系统集成项目售前售中工作：新项目洽谈、技术需求方案编写；",协助负/S | 系统集成项目售前/S,协助/S | 系统集成/S | 售前/S | 售中/S | 项目洽谈/S | 技术需求方案编写/S,,补全半词；拆分并列技能；岗位职责句按细粒度标具体可执行动作,
1960-s0002,todo,阿里云公开数据集,"', '3、协助项目售前售中等技术方案、施工、验收文件编写；",售前售/K | 技术方案/K | 施工/K,协助/S | 售前/S | 售中/S | 技术方案/S | 施工/S | 验收文件编写/S,,售前售中是可执行技能归S；技术方案、施工、验收文件编写都是具体工作技能归S,
1960-s0003,todo,阿里云公开数据集,"', '4、协助技术负责人或总经理共同推进新项目的商务谈判及项目落地前期工作；",推进新/S | 项目落地前期工作/S,协助/S | 商务谈判/S | 项目落地/S,,推进、落地前期工作等太泛，保留核心可执行技能,
1960-s0004,todo,阿里云公开数据集,"', '任职资格：', '1、计算机或相关专业，本科以上学历；",计算机或相关/K | 专业/K,计算机/K | 本科以上学历/K,,专业单字不独立标；学历完整标出,
1960-s0005,todo,阿里云公开数据集,"', '2、懂计算机网络原理，熟悉路由器、交换机、防火墙等网络设备的工作原理；",懂计算机网络原理/K | 路由器/K | 交换机/K,计算机网络原理/K | 路由器/S | 交换机/S | 防火墙/S,,网络原理是领域知识归K；具体设备是工具归S；删掉懂、熟悉动词,
1960-s0006,todo,阿里云公开数据集,"', '3、了解系统集成工程规划、施工及验收流程；",系统集成工程/K,系统集成/K | 工程规划/K | 施工/S | 验收流程/K,,系统集成是领域知识归K；施工是可执行技能归S；规划和流程是知识归K,
1960-s0009,todo,阿里云公开数据集,"', '6、具有良好的沟通能力、学习能力，工作主动性强、责任心强、有良好的服务意识者优先；",沟通能力/T | 学习能/T | 主动性强/T | 责任心强/T | 服务意识者/T,沟通能力/T | 学习能力/T | 主动性/T | 责任心/T | 服务意识/T,,补全半词；删掉强、者等修饰,
1960-s0011,todo,阿里云公开数据集,"', '8、技术证书:具体CCNA、HCNA、MCSE、电工等与网络系统及强弱电相关认证者优先；",电工/K,CCNA/K | HCNA/K | MCSE/K | 电工/K,,证书归K,
1961-s0003,todo,阿里云公开数据集," ', ' ', '任职要求：', '1、 掌握标准、流利的普通话，思维和语言表达的逻辑清晰；",普通话/L | 思维和语/L,普通话/L | 思维/T | 语言表达/T,,补全半词；思维和语言表达拆开为软技能,
1961-s0004,todo,阿里云公开数据集," ', '2、 熟练电脑，能熟练操作office办公软件,打字速度40字/分钟起；",操作office办公软件/S,office办公软件/S,,去掉动词操作,
1963-s0000,todo,阿里云公开数据集,"['岗位职责：', '负责公司运维平台的研发，包括自动化部署、监控平台等，确保公司在线服务可靠、稳定、高效运行；",运维平台的研发/K | 自动化部署/S | 监控/S | 在线服务可/K,自动化部署/S | 监控/S,,运维平台的研发是岗位职责不标；在线服务可是半词删除,
1963-s0001,todo,阿里云公开数据集,"', '参与Kubernetes及底层容器平台的关键技术研究与开发工作；",Kubernetes及底层容器平台/S | 与开发工作/S,Kubernetes/S,,与开发工作是半词删除；只标工具本身,
1963-s0002,todo,阿里云公开数据集,"', '参与云平台资源和账单的管理及成本优化工作；",云平台资源和账单/S,[],,云平台资源和账单是岗位职责描述不标,
1963-s0003,todo,阿里云公开数据集,"', '探索运维自动化和智能化的技术和方向。",运维自动化和智能/K,运维自动化/K,,补全半词；领域知识归K,
1963-s0004,todo,阿里云公开数据集,"', '任职要求：', '三年以上基于Linux系统的大规模集群实战运维经验，熟练掌握LVS、Nginx、Tomcat、PHP、Python的配置调优；",Linux系统的大规模集/S | 运维经验/S | 配置调/S,Linux/S | LVS/S | Nginx/S | Tomcat/S | PHP/S | Python/S | 配置调优/S,,去掉年限和半词；拆开并列工具；补全配置调优,
1963-s0005,todo,阿里云公开数据集,"', '熟练掌握Puppet/SaltStack/Ansible中的任意一种配置管理工具，熟悉Jenkins的配置和优化；",Puppet/SaltStack/Ansible中的任/S | Jenkins的配置和优化/S,Puppet/S | SaltStack/S | Ansible/S | Jenkins/S,,拆开并列工具；只标工具名,
1963-s0006,todo,阿里云公开数据集,"', '了解TCP/IP协议，能够使用抓包工具分析和定位简单的网络问题；",IP协议/K | 使用抓包工具分析/S,TCP/IP协议/K | 抓包工具/S | 分析/S | 定位/S,,补全TCP；拆分工具与技能动词,
1963-s0007,todo,阿里云公开数据集,"', '两年以上Kubernetes开发或使用经验，熟练掌握Docker容器技术，对文件系统、网络、cgroups等有深入的理解；",Kubernetes开发或使用经验/S | Docker容器技术/S | 文件系统/K | 网络/K,Kubernetes/S | Docker/S | 文件系统/K | 网络/K | cgroups/K,,工具归S，删年限；补cgroups,
1963-s0008,todo,阿里云公开数据集,"', '具备研发能力，熟悉软件开发和系统架构，掌握C/Golang/Python中至少一种编程语言，能够胜任运维平台的研发工作，对Kubernetes和Docker社区有贡献者优先；",研发能/S | 系统架构/K | C/Golang/Python中至少/S | 编程语言/S | 胜任运/T | Kubernetes和Docker社区有贡献/S,研发/S | 软件开发/S | 系统架构/K | C/S | Golang/S | Python/S,,补全半词；拆并列语言；社区贡献是加分项删除,
1963-s0009,todo,阿里云公开数据集,"', '有较强的自我驱动和学习能力，良好的外语沟通能力，能够快速掌握新的技术知识并加以应用，具备海外工作经验者优先；",自我驱动和学习能/T | 外语沟通能力/T | 技术知识并加以应/K,自我驱动/T | 学习能力/T | 沟通能力/T,,拆并列软技能；外语是L但此处指能力属T；海外经验删除,
1964-s0000,todo,阿里云公开数据集,['1、熟练打印机、电脑等设备的维修与维护，准确的判断其故障；,打印机/S | 电脑等设/S | 维修与维护/S | 判断其/S,打印机/S | 电脑/S | 维修/S | 维护/S | 判断/S,,补全词；拆并列设备与技能,
1964-s0001,todo,阿里云公开数据集,"', '2、网络故障的处理；",故障的处理/S,网络故障/K | 处理/S,,拆分知识与技能,
1964-s0002,todo,阿里云公开数据集,"', '3、监控的安装调试及其故障的分析；",监控的安装调试及/S | 故障的分析/S,监控/S | 安装/S | 调试/S,故障分析,拆分技能动词,
1965-s0000,todo,阿里云公开数据集,"['岗位职责：', '1、驻场客户现场，负责针对公司软件产品提供现场技术支持，快速定位问题并协助客户解决；",驻场客/S | 针对公司软件产品/S,技术支持/S | 定位问题/S,,驻场是地点删除；软件产品是工作对象删除,
1965-s0001,todo,阿里云公开数据集,"', '2、负责软件系统bug问题定位解决，对于无法解决的问题，需要协调配合项目经理和开发人员解决；",软件系统bug问题定/S | 无法解决的问题/T | 协调配合项目经理/T,软件系统bug问题定位解决/S | 协调配合/T,,补全半词；协调配合是软技能；无法解决的问题是描述状态非能力要求,
1965-s0003,todo,阿里云公开数据集,"', '4、负责参与开发及客户需求实现等方面的技术交流，沟通编写解决方案；",开发及客户需求实/S | 技术交流，沟通编/T,开发/S | 客户需求实现/S | 技术交流/T | 沟通/T | 编写解决方案/S,,拆开并列能力；补全半词,
1965-s0004,todo,阿里云公开数据集,"', '5、负责深入学习了解产品及相关技术知识，了解各行业核心业务流程，根据客户需求和实际情况调整优化技术方案，协助客户更好的应用系统；",深入学习了/S | 相关技术知识，了/K | 调整优化技术方案/S | 应用系统/S,相关技术知识/K | 各行业核心业务流程/K | 调整优化技术方案/S,,深入学习了解是动词不标；补全半词；应用系统是职责描述,
1965-s0006,todo,阿里云公开数据集,"', '7、负责在技术支持过程中收集的产品缺陷及修改意见，形成改进方案反馈内部，为产品的改进提出指导和建议。",反馈内/S | 产品的改进提出指/S,收集/S | 形成改进方案/S | 反馈/S,,拆分职责中的具体技能；补全半词,
1965-s0008,todo,阿里云公开数据集,"', '2、1-2年软件行业技术支持工作经验；",软件行业技术/K,软件行业/K | 技术支持/S,,拆开领域知识和技能；年限不标,
1965-s0009,todo,阿里云公开数据集,"', '3、具有良好的沟通协调能力，分析及处理问题的能力和文档编写能力；",沟通协/T | 分析及处理问题的/S | 文档编写能/S,沟通协调能力/T | 处理问题/S | 文档编写能力/S,分析问题,补全半词；拆开并列能力,
