id,batch,status,source_domain,conflict_kind,empty_hint,sentence,prelabel_rule_v4,suggest_codex,suggest_doubao,suggest_kimi,human_spans,comment
1955-s0007,17,todo,阿里云公开数据集,span_mismatch,,"', 'f2、熟悉Linux操作系统、常用命令，流行开源软件安装部署和运维；",Linux操作系统、常用/S | 运维/S,Linux/S | 操作系统/K | 运维/S,Linux操作系统/S | 常用命令/S | 流行开源软件安装部署/S,Linux/S | 操作系统/K | 常用命令/S | 开源软件安装部署/S | 运维/S,,
1955-s0009,17,todo,阿里云公开数据集,span_mismatch,,"', '4、面对问题能独立思考指导团队快速解决并事后复盘的能力，逻辑清晰沟通能力优秀。",独立思考指/T | 解决并事后复盘的/S | 逻辑清晰沟/T,沟通能力/T,独立思考/T | 事后复盘/S | 逻辑清晰/T | 沟通能力/T,独立思考/T | 复盘/T | 逻辑清晰/T | 沟通能力/T,,
1956-s0001,17,todo,阿里云公开数据集,empty_mismatch,,"', '2、对公司管理系统、app及网站进行测试与维护；",系统/K | app及网站进/K | 测试与维护/S,app/K | 测试/S | 维护/S,[],测试/S | 维护/S,,
1956-s0002,17,todo,阿里云公开数据集,span_mismatch,,"', '3、建立监控系统和备份体系，对服务器和各业务系统进行状态监控、数据监控、实施备份、启动预警机制、故障处理等；",监控系统和备份体/S | 服务器和各业务系/K | 状态监控/S | 数据监/S,数据监控/S | 故障处理/S,故障处理/S,监控系统/S | 备份体系/S | 状态监控/S | 数据监控/S | 备份/S | 预警机制/S | 故障处理/S,,
1956-s0003,17,todo,阿里云公开数据集,span_mismatch,,"', '4、负责公司内部IT资源的运营管理，IT运维（设备，服务/应用，数据库，资产，信息安全）等；",IT资源的运营管理/S,运营管理/S | 数据库/K | 信息安全/K,IT运维/S | 设备/K | 服务/应用/K | 数据库/K | 资产/K | 信息安全/K,IT运维/S,,
1956-s0004,17,todo,阿里云公开数据集,span_mismatch,,"', '5、日常桌面系统维护、桌面基础网络支持、桌面终端的硬件维护；",桌面系统维护、桌/S,网络/K,日常桌面系统维护/S | 桌面基础网络支持/S,桌面系统维护/S | 桌面基础网络支持/S,,
1956-s0005,17,todo,阿里云公开数据集,span_mismatch,,"', '6、视频会议、电话会议运维及维护等会议支持服务。",视频会议/S | 电话会/S,视频会议/S,电话会议运维/S | 会议支持服务/S,视频会议/S | 电话会议运维/S | 会议支持服务/S,,
1956-s0008,17,todo,阿里云公开数据集,empty_mismatch,,"', '3、熟悉桌面终端设备的安装，配置，调试和故障处理；",桌面终端设备的安/S,桌面终端设备/S | 故障处理/S,[],配置/S | 调试/S | 故障处理/S,,
1956-s0009,17,todo,阿里云公开数据集,span_mismatch,,"', '4、有一定的网络基础，能处理诊断并处理小型局域网的故障；",网络基础/K | 诊断并处理小型局/S,网络/K,网络基础/K,网络基础/K | 诊断/S,,
1956-s0010,17,todo,阿里云公开数据集,span_mismatch,,"', '5、强烈的责任心，面对压力具备分析和解决问题的能力，较强的沟通能力和协作精神。",分析和解决问题的/T | 沟通能力和协作精/T,责任心/T | 分析/S | 解决问题/S | 沟通能力/T,责任心/T | 沟通能力/T | 协作精神/T,责任心/T | 分析/S | 解决问题/S | 沟通能力/T | 协作精神/T,,
1957-s0000,17,todo,阿里云公开数据集,span_mismatch,,"['岗位职责：', '1、负责公司运维项目的系统升级、扩容需求与资源落实,配合开发需求,测试、调整运维平台', '2、网络以及服务器的网络设置、维护和优化、网络的安全监控、系统性能管理和优化。","系统升级/S | 扩容需/S | 开发需求,测试/S | 网络设置/S | 维护和/S | 安全监控/S | 系统性/S",测试/S | 网络/K | 维护/S,网络设置/S | 系统性能管理/S,[],,
1957-s0001,17,todo,阿里云公开数据集,span_mismatch,,"\xa0', '任职资格：', '\xa01、精通Linux/Unix等操作系统', '2、熟悉zabbix、nagios等常用监控系统，熟悉ELK等日志系统；",等操作系统'/K | nagios等常用监控/S,Linux/S | Unix/S | 操作系统/K | zabbix/S | nagios/S,zabbix/S | nagios/S | 常用监控系统/K | ELK/S | 日志系统/K,Linux/S | Unix/S | 操作系统/K | zabbix/S | nagios/S | 监控系统/S | ELK/S | 日志系统/S,,
1957-s0003,17,todo,阿里云公开数据集,empty_mismatch,,"', '4、能够熟练排查运维过程中出现的服务故障、系统故障、网络故障；",排查运/S | 系统故障/K | 网络故/K,系统故障/K | 网络/K,[],服务故障/K | 系统故障/K | 网络故障/K,,
1957-s0004,17,todo,阿里云公开数据集,span_mismatch,,"', '5、熟练掌握nginx/tomcat/MySQL/php等常见应用软件的部署、管理和维护以及相关知识.', '6、3年以上工作经验', '7、掌握docker常用操作，对docker的网络、存储、安全有深入的理解；",php等常见/S | 部署/S | 管理和维护/S | 相关知识./K | docker常用操作/S | 网络/K | 存储/K | 安全/K,nginx/S | tomcat/S | MySQL/S | php/S | 部署/S | 管理/S | 维护/S | docker/S | 网络/K | 存储/K | 安全/K,nginx/S | tomcat/S | MySQL/S | php/S | docker常用操作/S,nginx/S | tomcat/S | MySQL/S | php/S | 部署/S | 管理/S | 维护/S | docker/S,,
1957-s0005,17,todo,阿里云公开数据集,span_mismatch,,"熟悉kubernetes平台，并有部署、维护和\xa0\xa0 调优经验者优先', '8、对网络安全的基本防护措施和相关技术有一定了解者优先\xa0 \xa0 \xa0 \xa0']",kubernetes平台/S | 部署/S | 维护和\xa0/S | 调优经验/S | 网络安全的基本防/K | 技术有/K,kubernetes/S | 部署/S | 维护/S | xa0/S | 网络安全/K,kubernetes平台/S,kubernetes/S | 部署/S | 维护/S | 调优/S | 网络安全/K | 防护措施/K | 技术/K,,
1958-s0000,17,todo,阿里云公开数据集,span_mismatch,,['1、大专学历，计算机专业，1年以上生产型企业ERP推动或互联网运维工作，程式开发经验。,计算机专业/K | ERP推动或互联网运/S | 程式开发经验/S,大专/K | 计算机专业/K | ERP/S,大专学历/K | 计算机专业/K | 生产型企业ERP推动/S | 互联网运维工作/S | 程式开发/S,大专学历/K | 计算机专业/K | ERP推动/S | 互联网运维/S | 程式开发/S,,
1959-s0000,17,todo,阿里云公开数据集,span_mismatch,,['1.\xa0负责根据公司智慧水务平台需求，设计、协助开发平台功能模块的工作并撰写相关技术文档；,智慧水务平台需求/K | 设计/S | 开发平/S | 撰写相关/S | 技术文档/K,设计/S | 开发平台/K | 技术文档/S,智慧水务平台需求/K,智慧水务平台/K | 设计/S | 开发平台功能模块/S,,
1959-s0005,17,todo,阿里云公开数据集,empty_mismatch,,"', '6.\xa0参与装备自动化改造方案的评审和验收工作；",装备自动化改造方/K,自动化/K,[],装备自动化改造方案/K | 评审/S | 验收/S,,
1959-s0008,17,todo,阿里云公开数据集,span_mismatch,,"', '2.\xa0五年以上同行业同岗位工作经验，具有智慧城市、智慧水务项目实施经验者优先考虑；",智慧城市/K | 智慧水/K,智慧城市/K | 项目实施/S,智慧城市/K | 智慧水务项目实施/S,智慧城市/K | 智慧水务/K | 项目实施/S,,
1959-s0009,17,todo,阿里云公开数据集,span_mismatch,,"', '3.\xa0熟悉流域治理运营管理过程，熟悉智慧水务功能模块，熟悉相关测试工具和方法；",流域治理运营管理/K | 智慧水务功能模块/K | 相关测试工具和方/K,运营管理/S | 智慧水务功能模块/K,流域治理运营管理过程/K | 智慧水务功能模块/K | 相关测试工具/K,流域治理运营管理/K | 智慧水务功能模块/K | 测试工具/S,,
1960-s0000,17,todo,阿里云公开数据集,empty_mismatch,,"['岗位职责：', '1、协助负责系统集成项目售前售中工作：新项目洽谈、技术需求方案编写；",协助负/S | 系统集成项目售前/S,[],新项目洽谈/S | 技术需求方案编写/S,系统集成/S | 技术需求方案编写/S,,
1960-s0002,17,todo,阿里云公开数据集,empty_mismatch,,"', '3、协助项目售前售中等技术方案、施工、验收文件编写；",售前售/K | 技术方案/K | 施工/K,施工/S,[],技术方案/K | 施工/S | 验收文件编写/S,,
1960-s0003,17,todo,阿里云公开数据集,empty_mismatch,,"', '4、协助技术负责人或总经理共同推进新项目的商务谈判及项目落地前期工作；",推进新/S | 项目落地前期工作/S,商务谈判/S,[],商务谈判/S | 项目落地前期工作/S,,
1960-s0004,17,todo,阿里云公开数据集,span_mismatch,,"', '任职资格：', '1、计算机或相关专业，本科以上学历；",计算机或相关/K | 专业/K,计算机/K | 相关专业/K | 本科/K,本科以上学历/K,计算机/K | 相关专业/K | 本科以上学历/K,,
1960-s0005,17,todo,阿里云公开数据集,span_mismatch,,"', '2、懂计算机网络原理，熟悉路由器、交换机、防火墙等网络设备的工作原理；",懂计算机网络原理/K | 路由器/K | 交换机/K,计算机网络/K | 路由器/K | 交换机/K | 防火墙/K,计算机网络原理/K | 路由器/K | 交换机/K | 防火墙/K,计算机网络原理/K | 路由器/S | 交换机/S | 防火墙/S,,
1960-s0006,17,todo,阿里云公开数据集,empty_mismatch,,"', '3、了解系统集成工程规划、施工及验收流程；",系统集成工程/K,[],系统集成工程规划/K,系统集成工程规划/K | 施工/S | 验收流程/K,,
1960-s0009,17,todo,阿里云公开数据集,span_mismatch,,"', '6、具有良好的沟通能力、学习能力，工作主动性强、责任心强、有良好的服务意识者优先；",沟通能力/T | 学习能/T | 主动性强/T | 责任心强/T | 服务意识者/T,沟通能力/T | 学习能力/T | 主动性强/T | 责任心强/T | 服务意识/T,沟通能力/T | 学习能力/T | 工作主动性/T | 责任心/T | 服务意识/T,沟通能力/T | 学习能力/T | 工作主动性强/T | 责任心强/T | 服务意识/T,,
1960-s0011,17,todo,阿里云公开数据集,span_mismatch,,"', '8、技术证书:具体CCNA、HCNA、MCSE、电工等与网络系统及强弱电相关认证者优先；",电工/K,证书/K | 电工/K | 网络/K,强弱电相关认证/K,CCNA/K | HCNA/K | MCSE/K | 电工/K | 网络系统/K | 强弱电/K,,
1961-s0003,17,todo,阿里云公开数据集,empty_mismatch,," ', ' ', '任职要求：', '1、 掌握标准、流利的普通话，思维和语言表达的逻辑清晰；",普通话/L | 思维和语/L,普通话/L,[],普通话/L | 思维和语言表达的逻辑清晰/T,,
1961-s0004,17,todo,阿里云公开数据集,span_mismatch,," ', '2、 熟练电脑，能熟练操作office办公软件,打字速度40字/分钟起；",操作office办公软件/S,office/S,打字速度/S,office办公软件/S,,
1963-s0000,17,todo,阿里云公开数据集,span_mismatch,,"['岗位职责：', '负责公司运维平台的研发，包括自动化部署、监控平台等，确保公司在线服务可靠、稳定、高效运行；",运维平台的研发/K | 自动化部署/S | 监控/S | 在线服务可/K,研发/S | 自动化部署/S | 监控/S,自动化部署/S | 监控平台/S,运维平台/K | 自动化部署/S | 监控平台/S,,
1963-s0001,17,todo,阿里云公开数据集,empty_mismatch,,"', '参与Kubernetes及底层容器平台的关键技术研究与开发工作；",Kubernetes及底层容器平台/S | 与开发工作/S,Kubernetes/S,[],Kubernetes/S | 底层容器平台/K | 关键技术研究/K | 开发工作/S,,
1963-s0002,17,todo,阿里云公开数据集,empty_mismatch,,"', '参与云平台资源和账单的管理及成本优化工作；",云平台资源和账单/S,云平台/K,[],云平台资源/K | 成本优化/S,,
1963-s0003,17,todo,阿里云公开数据集,empty_mismatch,,"', '探索运维自动化和智能化的技术和方向。",运维自动化和智能/K,自动化/K,[],运维自动化/K | 智能化/K,,
1963-s0004,17,todo,阿里云公开数据集,empty_mismatch,,"', '任职要求：', '三年以上基于Linux系统的大规模集群实战运维经验，熟练掌握LVS、Nginx、Tomcat、PHP、Python的配置调优；",Linux系统的大规模集/S | 运维经验/S | 配置调/S,Linux/S | 运维/S | Nginx/S | Tomcat/S | PHP/S | Python/S,[],Linux系统/K | 大规模集群/K | 运维经验/S | LVS/S | Nginx/S | Tomcat/S | PHP/S | Python/S | 配置调优/S,,
1963-s0005,17,todo,阿里云公开数据集,empty_mismatch,,"', '熟练掌握Puppet/SaltStack/Ansible中的任意一种配置管理工具，熟悉Jenkins的配置和优化；",Puppet/SaltStack/Ansible中的任/S | Jenkins的配置和优化/S,Puppet/S | SaltStack/S | 配置/S | Jenkins/S | 优化/S,[],Puppet/S | SaltStack/S | Ansible/S | 配置管理工具/S | Jenkins/S | 配置和优化/S,,
1963-s0006,17,todo,阿里云公开数据集,span_mismatch,,"', '了解TCP/IP协议，能够使用抓包工具分析和定位简单的网络问题；",IP协议/K | 使用抓包工具分析/S,TCP/IP/S | 网络/K,TCP/IP协议/K,TCP/IP协议/K | 抓包工具/S | 分析和定位/S | 网络问题/K,,
1963-s0007,17,todo,阿里云公开数据集,span_mismatch,,"', '两年以上Kubernetes开发或使用经验，熟练掌握Docker容器技术，对文件系统、网络、cgroups等有深入的理解；",Kubernetes开发或使用经验/S | Docker容器技术/S | 文件系统/K | 网络/K,Kubernetes/S | Docker/S | 文件系统/K | 网络/K,Kubernetes开发/S | Docker容器技术/S | 文件系统/K | 网络/K | cgroups/K,Kubernetes/S | Docker/S | 容器技术/S | 文件系统/K | 网络/K | cgroups/K,,
1963-s0008,18,todo,阿里云公开数据集,span_mismatch,,"', '具备研发能力，熟悉软件开发和系统架构，掌握C/Golang/Python中至少一种编程语言，能够胜任运维平台的研发工作，对Kubernetes和Docker社区有贡献者优先；",研发能/S | 系统架构/K | C/Golang/Python中至少/S | 编程语言/S | 胜任运/T | Kubernetes和Docker社区有贡献/S,软件开发/S | 系统架构/K | Golang/S | Python/S | 编程语言/K | Kubernetes/S | Docker/S,研发能力/S | 软件开发/S | 系统架构/K,研发能力/S | 软件开发/S | 系统架构/K | C/S | Golang/S | Python/S | 编程语言/K | 运维平台/K | 研发工作/S,,
1963-s0009,18,todo,阿里云公开数据集,span_mismatch,,"', '有较强的自我驱动和学习能力，良好的外语沟通能力，能够快速掌握新的技术知识并加以应用，具备海外工作经验者优先；",自我驱动和学习能/T | 外语沟通能力/T | 技术知识并加以应/K,学习能力/T | 沟通能力/T | 技术知识/K,自我驱动/T | 学习能力/T | 外语沟通能力/T,自我驱动/T | 学习能力/T | 外语沟通能力/T | 技术知识/K,,
